technique,entry_time,exit_time,direction,entry,stop,target_r,gross_r,net_r,reason,priority
V1 Legacy M15,2026-02-17 00:15:00+00:00,2026-02-17 01:00:00+00:00,-1,4978.985,5001.447168026961,2.0,2.0,1.977833907243398,target,3
V1 Legacy M15,2026-02-18 00:00:00+00:00,2026-02-18 01:15:00+00:00,-1,4858.855,4885.549656440332,3.0,-1.0,-1.0182016015484614,stop,3
V1 Legacy M15,2026-02-18 03:30:00+00:00,2026-02-18 15:00:00+00:00,1,4918.975,4884.964737743721,2.0,2.0,1.9855367919161169,target,3
Structural Frequency M15,2026-02-18 08:15:00+00:00,2026-02-18 13:00:00+00:00,-1,4929.095,4942.926216534702,2.0,-1.0,-1.0356374653497273,stop,4
M15-0591 MTF,2026-02-18 11:45:00+00:00,2026-02-18 12:15:00+00:00,-1,4911.095,4922.135910900893,3.0,-1.0,-1.0444808860798165,stop,0
M15-0591 MTF,2026-02-18 13:45:00+00:00,2026-02-18 15:15:00+00:00,1,4955.875,4941.617072079634,3.0,3.0,2.965241267681532,target,0
M15-0591 MTF,2026-02-18 15:30:00+00:00,2026-02-18 18:30:00+00:00,1,5004.445,4989.81180700227,3.0,-1.0,-1.034199268750002,stop,0
V1 Legacy M15,2026-02-19 04:00:00+00:00,2026-02-19 07:00:00+00:00,1,4981.115,4965.308329236989,2.0,2.0,1.968487260380874,target,3
Structural Portfolio MTF,2026-02-19 14:00:00+00:00,2026-02-19 14:45:00+00:00,1,4996.795,4971.003308264412,3.0,-1.0,-1.0193736612984767,stop,1
Outcome First M15,2026-02-19 14:00:00+00:00,2026-02-19 14:45:00+00:00,1,4996.795,4971.003308264412,2.0,-1.0,-1.0193736612984767,stop,2
Structural Frequency M15,2026-02-19 14:00:00+00:00,2026-02-19 14:45:00+00:00,1,4996.795,4971.003308264412,2.0,-1.0,-1.0193736612984767,stop,4
Structural Portfolio MTF,2026-02-19 15:15:00+00:00,2026-02-20 08:30:00+00:00,1,4999.735,4961.343812083542,3.0,0.481881416127507,0.46885828433257587,time_exit,1
Outcome First M15,2026-02-19 15:15:00+00:00,2026-02-20 08:30:00+00:00,1,4999.735,4961.343812083542,2.0,0.481881416127507,0.46885828433257587,time_exit,2
Structural Frequency M15,2026-02-19 15:15:00+00:00,2026-02-20 08:30:00+00:00,1,4999.735,4961.343812083542,2.0,0.481881416127507,0.46885828433257587,time_exit,4
M15-0591 MTF,2026-02-19 15:30:00+00:00,2026-02-19 18:00:00+00:00,1,5016.005,4985.70137253873,3.0,-1.0,-1.0165524903129524,stop,0
V1 Legacy M15,2026-02-19 21:00:00+00:00,2026-02-20 14:15:00+00:00,1,5001.475,4977.078986779263,2.0,1.6848244681660065,1.6643232700614385,time_exit,3
Structural Portfolio MTF,2026-02-20 08:45:00+00:00,2026-02-20 15:15:00+00:00,1,5022.365,5003.727267712849,3.0,-1.0,-1.0269472966057283,stop,1
M15-0591 MTF,2026-02-20 15:00:00+00:00,2026-02-20 15:15:00+00:00,1,5053.915,5036.0755962517305,4.0,-1.0,-1.0283300668078117,stop,0
Outcome First M15,2026-02-20 15:30:00+00:00,2026-02-20 16:45:00+00:00,-1,5025.135,5065.418417284665,3.0,-1.0,-1.012474450626891,stop,2
V1 Legacy M15,2026-02-20 20:00:00+00:00,2026-02-22 23:15:00+00:00,1,5079.165,5055.8944814426395,2.0,2.0,1.9781733914202206,target,3
M15-0591 MTF,2026-02-20 21:30:00+00:00,2026-02-23 00:00:00+00:00,1,5097.725,5081.97639516295,4.0,4.0,3.967630624726788,target,0
V1 Legacy M15,2026-02-23 02:45:00+00:00,2026-02-23 07:15:00+00:00,1,5174.095,5144.600700207859,3.0,-1.0,-1.017542694813791,stop,3
Outcome First M15,2026-02-23 09:00:00+00:00,2026-02-23 15:00:00+00:00,1,5139.925,5120.691658539846,3.0,3.0,2.9732759644981694,target,2
Structural Frequency M15,2026-02-23 09:00:00+00:00,2026-02-23 15:00:00+00:00,1,5139.925,5120.691658539846,3.0,3.0,2.9732759644981694,target,4
Structural Portfolio MTF,2026-02-23 09:15:00+00:00,2026-02-23 23:15:00+00:00,1,5145.725,5120.718754358429,4.0,4.0,3.9794222408523194,target,1
V1 Legacy M15,2026-02-23 10:30:00+00:00,2026-02-23 15:00:00+00:00,1,5155.775,5138.319891877275,2.0,2.0,1.970462657900768,target,3
V1 Legacy M15,2026-02-23 16:30:00+00:00,2026-02-24 01:30:00+00:00,1,5214.485,5174.178100102379,2.0,-1.0,-1.0129369537554236,stop,3
M15-0591 MTF,2026-02-23 17:30:00+00:00,2026-02-23 17:45:00+00:00,1,5209.875,5197.694720122855,4.0,-1.0,-1.0427730319216701,stop,0
M15-0591 MTF,2026-02-23 23:45:00+00:00,2026-02-24 00:15:00+00:00,1,5242.235,5220.408701163735,4.0,-1.0,-1.0240179750095326,stop,0
Structural Frequency M15,2026-02-24 07:45:00+00:00,2026-02-24 12:30:00+00:00,1,5179.515,5155.143262192281,2.0,-1.0,-1.0212521365561364,stop,4
Structural Frequency M15,2026-02-24 15:00:00+00:00,2026-02-25 05:45:00+00:00,1,5127.615,5091.688360212849,2.0,2.0,1.9857275408154538,target,4
V1 Legacy M15,2026-02-25 05:30:00+00:00,2026-02-25 10:45:00+00:00,1,5195.085,5170.918557252964,2.0,-1.0,-1.0214971026326876,stop,3
M15-0591 MTF,2026-02-25 11:00:00+00:00,2026-02-25 12:30:00+00:00,-1,5174.715,5185.656193247514,3.0,-1.0,-1.0472957097360083,stop,0
Structural Portfolio MTF,2026-02-25 12:00:00+00:00,2026-02-25 21:00:00+00:00,1,5181.295,5153.948152530059,4.0,-1.0,-1.018946589751141,stop,1
Outcome First M15,2026-02-25 12:00:00+00:00,2026-02-25 21:00:00+00:00,1,5181.295,5153.948152530059,3.0,-1.0,-1.018946589751141,stop,2
Structural Frequency M15,2026-02-25 12:00:00+00:00,2026-02-25 21:00:00+00:00,1,5181.295,5153.948152530059,3.0,-1.0,-1.018946589751141,stop,4
V1 Legacy M15,2026-02-25 16:30:00+00:00,2026-02-25 21:00:00+00:00,1,5202.595,5170.569811752662,2.0,-1.0,-1.016245322150237,stop,3
M15-0591 MTF,2026-02-25 16:45:00+00:00,2026-02-25 20:30:00+00:00,1,5207.445,5189.999174103195,4.0,-1.0,-1.0298492317348753,stop,0
M15-0591 MTF,2026-02-25 23:00:00+00:00,2026-02-26 00:30:00+00:00,-1,5157.898,5182.6772763611,3.0,-1.0,-1.0208153697663958,stop,0
V1 Legacy M15,2026-02-26 04:15:00+00:00,2026-02-26 08:45:00+00:00,1,5196.445,5174.510605395773,2.0,-1.0,-1.023690852169673,stop,3
M15-0591 MTF,2026-02-26 08:45:00+00:00,2026-02-26 16:00:00+00:00,-1,5173.855,5191.700465608923,3.0,-1.0,-1.028992546977384,stop,0
Structural Portfolio MTF,2026-02-26 10:15:00+00:00,2026-02-26 11:00:00+00:00,1,5187.655,5166.398073653857,4.0,-1.0,-1.0244045395628956,stop,1
Structural Frequency M15,2026-02-26 10:15:00+00:00,2026-02-26 11:00:00+00:00,1,5187.655,5166.398073653857,3.0,-1.0,-1.0244045395628956,stop,4
V1 Legacy M15,2026-02-26 12:00:00+00:00,2026-02-26 12:45:00+00:00,-1,5164.465,5180.038282940742,2.0,-1.0,-1.0331623397561804,stop,3
V1 Legacy M15,2026-02-26 20:15:00+00:00,2026-02-26 23:15:00+00:00,1,5196.585,5177.534745483742,3.0,-1.0,-1.0272782969674503,stop,3
Structural Portfolio MTF,2026-02-27 02:00:00+00:00,2026-02-27 18:15:00+00:00,1,5193.775,5165.51536264865,4.0,1.398460974875634,1.3800822004581628,time_exit,1
V1 Legacy M15,2026-02-27 05:30:00+00:00,2026-02-27 07:30:00+00:00,1,5194.415,5179.8329116218665,2.0,-1.0,-1.0356218866962106,stop,3
Outcome First M15,2026-02-27 12:00:00+00:00,2026-02-27 13:30:00+00:00,1,5185.465,5168.322730098425,3.0,3.0,2.969750417944804,target,2
V1 Legacy M15,2026-02-27 16:15:00+00:00,2026-03-01 23:15:00+00:00,1,5253.465,5212.979773048903,3.0,3.0,2.98702374817771,target,3
M15-0591 MTF,2026-03-02 00:00:00+00:00,2026-03-02 00:30:00+00:00,1,5386.675,5350.088917849996,4.0,-1.0,-1.0147232900694707,stop,0
V1 Legacy M15,2026-03-02 03:45:00+00:00,2026-03-02 14:30:00+00:00,1,5361.905,5323.926761752887,3.0,-1.0,-1.0141183615867373,stop,3
M15-0591 MTF,2026-03-02 08:00:00+00:00,2026-03-02 10:15:00+00:00,1,5408.075,5382.887130204048,4.0,-1.0,-1.0214709502780945,stop,0
V1 Legacy M15,2026-03-03 01:15:00+00:00,2026-03-03 06:00:00+00:00,1,5367.785,5328.042211404394,3.0,-1.0,-1.0135063119365346,stop,3
M15-0591 MTF,2026-03-03 10:15:00+00:00,2026-03-03 11:15:00+00:00,-1,5272.585,5304.896556691013,3.0,3.0,2.9836820458685405,target,0
M15-0591 MTF,2026-03-03 11:45:00+00:00,2026-03-03 13:00:00+00:00,-1,5123.498,5213.124131896004,3.0,-1.0,-1.0057165225047813,stop,0
V1 Legacy M15,2026-03-03 14:45:00+00:00,2026-03-04 02:15:00+00:00,-1,5070.935,5189.680378352312,2.0,-1.0,-1.004270427253981,stop,3
Outcome First M15,2026-03-03 16:00:00+00:00,2026-03-04 09:15:00+00:00,1,5094.998,4991.266439899736,2.0,0.663539620280191,0.6586279058558872,time_exit,2
V1 Legacy M15,2026-03-04 09:45:00+00:00,2026-03-04 15:00:00+00:00,1,5182.465,5150.387242033309,2.0,-1.0,-1.016155945204716,stop,3
Structural Portfolio MTF,2026-03-04 12:45:00+00:00,2026-03-05 06:00:00+00:00,-1,5166.205,5207.4773389730035,3.0,0.4332199348259739,0.42070258027677027,time_exit,1
Outcome First M15,2026-03-04 12:45:00+00:00,2026-03-05 06:00:00+00:00,-1,5166.205,5207.4773389730035,2.0,0.4332199348259739,0.42070258027677027,time_exit,2
Structural Frequency M15,2026-03-04 12:45:00+00:00,2026-03-05 06:00:00+00:00,-1,5166.205,5207.4773389730035,3.0,0.4332199348259739,0.42070258027677027,time_exit,4
M15-0591 MTF,2026-03-04 15:15:00+00:00,2026-03-05 01:15:00+00:00,-1,5134.125,5181.480318466312,3.0,-1.0,-1.0108417072596656,stop,0
V1 Legacy M15,2026-03-05 03:00:00+00:00,2026-03-05 05:45:00+00:00,1,5191.705,5165.937198103271,2.0,-1.0,-1.0201480321092466,stop,3
M15-0591 MTF,2026-03-05 03:45:00+00:00,2026-03-05 05:00:00+00:00,1,5188.235,5172.427637723925,3.0,-1.0,-1.0328216365854574,stop,0
M15-0591 MTF,2026-03-06 09:15:00+00:00,2026-03-06 13:45:00+00:00,-1,5095.545,5118.627456961871,4.0,-1.0,-1.0220754012816624,stop,0
V1 Legacy M15,2026-03-06 10:00:00+00:00,2026-03-06 13:45:00+00:00,-1,5085.355,5114.383996314088,3.0,-1.0,-1.0175181909321884,stop,3
V1 Legacy M15,2026-03-06 18:45:00+00:00,2026-03-08 22:15:00+00:00,1,5165.195,5130.844050472892,2.0,-1.0,-1.0150365421366998,stop,3
Structural Portfolio MTF,2026-03-06 20:00:00+00:00,2026-03-08 22:15:00+00:00,-1,5159.535,5175.855435083909,2.0,-1.0,-1.0316139549802021,stop_same_bar,1
Structural Portfolio MTF,2026-03-08 22:30:00+00:00,2026-03-08 23:45:00+00:00,-1,5154.995,5198.538486756206,2.0,2.0,1.9881612719053436,target,1
V1 Legacy M15,2026-03-09 13:45:00+00:00,2026-03-09 14:45:00+00:00,-1,5075.205,5113.385342844912,2.0,-1.0,-1.0132927171990451,stop,3
V1 Legacy M15,2026-03-09 18:45:00+00:00,2026-03-10 02:00:00+00:00,1,5117.795,5087.376946896695,2.0,2.0,1.9831751395047572,target,3
M15-0591 MTF,2026-03-09 19:00:00+00:00,2026-03-10 02:00:00+00:00,1,5122.945,5102.4683362760325,3.0,3.0,2.974981544508133,target,0
M15-0591 MTF,2026-03-10 02:30:00+00:00,2026-03-10 03:30:00+00:00,1,5179.415,5162.213381964635,3.0,-1.0,-1.030110045400099,stop,0
V1 Legacy M15,2026-03-10 06:00:00+00:00,2026-03-10 07:30:00+00:00,1,5177.755,5159.998769187495,2.0,-1.0,-1.0291602145448202,stop,3
V1 Legacy M15,2026-03-10 08:00:00+00:00,2026-03-10 10:45:00+00:00,1,5180.815,5157.242722420411,2.0,-1.0,-1.0219784235210523,stop,3
Structural Frequency M15,2026-03-10 11:30:00+00:00,2026-03-10 16:00:00+00:00,1,5182.858,5155.127090234181,2.0,2.0,1.9813101768251817,target,4
V1 Legacy M15,2026-03-11 00:30:00+00:00,2026-03-11 07:45:00+00:00,1,5212.065,5185.304056405388,3.0,-1.0,-1.01947638722668,stop,3
Structural Portfolio MTF,2026-03-11 06:30:00+00:00,2026-03-11 07:45:00+00:00,1,5206.405,5189.378307153513,4.0,-1.0,-1.0305778993427614,stop,1
V1 Legacy M15,2026-03-11 13:00:00+00:00,2026-03-12 06:15:00+00:00,-1,5167.265,5197.104801053866,2.0,0.43632998680176077,0.4190132996339334,time_exit,3
M15-0591 MTF,2026-03-11 13:45:00+00:00,2026-03-11 14:15:00+00:00,-1,5165.155,5184.14116126464,3.0,-1.0,-1.0272048410840142,stop,0
Structural Portfolio MTF,2026-03-12 00:45:00+00:00,2026-03-12 15:15:00+00:00,1,5153.935,5123.94080638098,2.0,-1.0,-1.0171831090559196,stop,1
M15-0591 MTF,2026-03-12 08:00:00+00:00,2026-03-12 12:30:00+00:00,1,5182.225,5166.710807566204,3.0,-1.0,-1.0334031244108512,stop,0
Outcome First M15,2026-03-12 10:45:00+00:00,2026-03-12 13:30:00+00:00,-1,5181.735,5192.158511152113,2.0,2.0,1.9502880082883625,target,2
Structural Frequency M15,2026-03-12 13:00:00+00:00,2026-03-12 13:30:00+00:00,1,5181.015,5162.732050277156,3.0,-1.0,-1.0283379601133316,stop,4
V1 Legacy M15,2026-03-12 18:45:00+00:00,2026-03-13 02:00:00+00:00,-1,5098.428,5123.843127558019,2.0,-1.0,-1.020060603624204,stop,3
Structural Portfolio MTF,2026-03-13 02:45:00+00:00,2026-03-13 07:30:00+00:00,-1,5117.845,5129.151366363907,4.0,4.0,3.9547348384505066,target,1
V1 Legacy M15,2026-03-13 04:30:00+00:00,2026-03-13 08:30:00+00:00,-1,5105.335,5118.594900706686,3.0,3.0,2.9614979394421415,target,3
Outcome First M15,2026-03-13 14:15:00+00:00,2026-03-15 23:30:00+00:00,-1,5090.095,5122.808378265805,3.0,3.0,2.9844403260383516,target,2
V1 Legacy M15,2026-03-13 14:15:00+00:00,2026-03-13 16:15:00+00:00,-1,5090.095,5122.808378265805,2.0,2.0,1.9844403260383514,target,3
Structural Frequency M15,2026-03-13 14:15:00+00:00,2026-03-15 23:30:00+00:00,-1,5090.095,5122.808378265805,3.0,3.0,2.9844403260383516,target,4
M15-0591 MTF,2026-03-13 15:30:00+00:00,2026-03-15 23:30:00+00:00,-1,5062.915,5080.917985940221,4.0,4.0,3.971877359584619,target,0
V1 Legacy M15,2026-03-13 19:45:00+00:00,2026-03-16 13:00:00+00:00,-1,5025.095,5050.993733900256,3.0,0.20927663957914514,0.18987377988973647,time_exit,3
M15-0591 MTF,2026-03-16 08:15:00+00:00,2026-03-16 11:30:00+00:00,-1,4988.575,5008.509087088142,4.0,-1.0,-1.0250253496833943,stop,0
Outcome First M15,2026-03-16 10:45:00+00:00,2026-03-16 14:15:00+00:00,1,4985.405,4968.975497551573,3.0,3.0,2.969655776152384,target,2
Structural Portfolio MTF,2026-03-16 14:45:00+00:00,2026-03-17 04:45:00+00:00,-1,5000.825,5038.997253162894,3.0,-1.0,-1.013100680692491,stop,1
Outcome First M15,2026-03-16 14:45:00+00:00,2026-03-17 04:45:00+00:00,-1,5000.825,5038.997253162894,3.0,-1.0,-1.013100680692491,stop,2
Structural Frequency M15,2026-03-16 14:45:00+00:00,2026-03-17 04:45:00+00:00,-1,5000.825,5038.997253162894,3.0,-1.0,-1.013100680692491,stop,4
V1 Legacy M15,2026-03-16 16:30:00+00:00,2026-03-16 18:30:00+00:00,-1,4979.625,5006.990517624888,3.0,-1.0,-1.0181967140847037,stop,3
V1 Legacy M15,2026-03-17 01:45:00+00:00,2026-03-17 10:45:00+00:00,1,5017.535,4993.662958117825,2.0,-1.0,-1.0210184575947252,stop,3
M15-0591 MTF,2026-03-17 05:15:00+00:00,2026-03-17 06:00:00+00:00,1,5040.425,5031.048205639054,3.0,-1.0,-1.053754244851449,stop,0
Structural Portfolio MTF,2026-03-17 06:00:00+00:00,2026-03-17 23:15:00+00:00,-1,5020.575,5045.203452989421,3.0,0.8778464489542486,0.857461185608002,time_exit,1
Outcome First M15,2026-03-17 15:30:00+00:00,2026-03-18 08:45:00+00:00,-1,4994.485,5021.566994186069,3.0,0.38054804713387624,0.36210595987218874,time_exit,2
V1 Legacy M15,2026-03-17 15:30:00+00:00,2026-03-18 08:45:00+00:00,-1,4994.485,5021.566994186069,2.0,0.38054804713387624,0.36210595987218874,time_exit,3
Structural Portfolio MTF,2026-03-18 02:00:00+00:00,2026-03-18 12:00:00+00:00,-1,4998.515,5016.452006298488,4.0,4.0,3.972132947288861,target,1
Outcome First M15,2026-03-18 10:30:00+00:00,2026-03-18 11:45:00+00:00,-1,4982.295,4996.348453120249,3.0,3.0,2.9645475389047187,target,2
M15-0591 MTF,2026-03-18 12:30:00+00:00,2026-03-18 23:45:00+00:00,-1,4901.365,4934.113717129551,4.0,2.05992801895516,2.0449614326897785,time_exit,0
Structural Portfolio MTF,2026-03-18 19:15:00+00:00,2026-03-19 10:30:00+00:00,-1,4856.915,4900.607946254283,4.0,4.0,3.988883983763114,target,1
V1 Legacy M15,2026-03-19 05:45:00+00:00,2026-03-19 06:45:00+00:00,-1,4833.505,4854.637344332692,2.0,2.0,1.9771274548440774,target,3
M15-0591 MTF,2026-03-19 08:00:00+00:00,2026-03-19 13:00:00+00:00,-1,4727.525,4773.436787728821,4.0,4.0,3.9897030256632062,target,0
V1 Legacy M15,2026-03-19 10:30:00+00:00,2026-03-19 13:00:00+00:00,-1,4683.108,4728.027523349533,3.0,3.0,2.98957444858985,target,3
Structural Portfolio MTF,2026-03-19 23:00:00+00:00,2026-03-20 01:15:00+00:00,-1,4635.565,4679.080907788337,4.0,-1.0,-1.010652575657039,stop,1
V1 Legacy M15,2026-03-19 23:45:00+00:00,2026-03-20 01:15:00+00:00,-1,4635.345,4678.867709588548,2.0,-1.0,-1.0106504053718652,stop,3
V1 Legacy M15,2026-03-20 03:15:00+00:00,2026-03-20 06:45:00+00:00,1,4717.165,4668.200756581016,2.0,-1.0,-1.0096338974537715,stop,3
V1 Legacy M15,2026-03-20 11:00:00+00:00,2026-03-20 12:15:00+00:00,-1,4645.155,4694.140369345191,2.0,-1.0,-1.009482739565086,stop,3
M15-0591 MTF,2026-03-20 15:00:00+00:00,2026-03-20 16:30:00+00:00,-1,4563.705,4591.208474866107,4.0,-1.0,-1.0165931942135205,stop,0
V1 Legacy M15,2026-03-20 18:45:00+00:00,2026-03-23 00:45:00+00:00,-1,4525.698,4585.183662435518,3.0,3.0,2.9923919515817685,target,3
M15-0591 MTF,2026-03-23 00:30:00+00:00,2026-03-23 06:45:00+00:00,-1,4426.875,4476.265285539065,4.0,4.0,3.991036952000412,target,0
V1 Legacy M15,2026-03-23 05:45:00+00:00,2026-03-23 07:15:00+00:00,-1,4321.755,4384.580972740001,3.0,3.0,2.993121069501168,target,3
Outcome First M15,2026-03-23 08:00:00+00:00,2026-03-24 01:15:00+00:00,1,4203.695,4093.642868469857,3.0,1.154725476309321,1.1509057456584444,time_exit,2
Structural Frequency M15,2026-03-23 15:45:00+00:00,2026-03-24 09:00:00+00:00,-1,4407.418,4517.445013896659,2.0,-0.037418083561433516,-0.04142384345976139,time_exit,4
V1 Legacy M15,2026-03-23 18:45:00+00:00,2026-03-23 20:15:00+00:00,1,4461.615,4384.4244316683835,2.0,-1.0,-1.0057800001948847,stop,3
V1 Legacy M15,2026-03-23 23:15:00+00:00,2026-03-24 00:45:00+00:00,1,4435.325,4356.460396433493,2.0,-1.0,-1.0056239742538737,stop,3
M15-0591 MTF,2026-03-24 01:15:00+00:00,2026-03-24 06:30:00+00:00,-1,4330.805,4390.8062424830505,4.0,-1.0,-1.007217858865545,stop,0
V1 Legacy M15,2026-03-24 11:00:00+00:00,2026-03-24 11:15:00+00:00,1,4438.445,4402.780344482875,2.0,-1.0,-1.0124449400552007,stop,3
Structural Frequency M15,2026-03-24 12:45:00+00:00,2026-03-24 20:30:00+00:00,-1,4369.365,4434.112363370131,2.0,-1.0,-1.0067483288470334,stop,4
M15-0591 MTF,2026-03-24 13:30:00+00:00,2026-03-24 14:30:00+00:00,-1,4356.108,4409.619836044157,4.0,-1.0,-1.0081404569942347,stop,0
Outcome First M15,2026-03-24 14:15:00+00:00,2026-03-24 23:45:00+00:00,1,4395.185,4348.23970149738,3.0,3.0,2.9906376460685307,target,2
V1 Legacy M15,2026-03-24 20:30:00+00:00,2026-03-25 02:00:00+00:00,1,4455.395,4386.164923347217,2.0,2.0,1.9935643650629689,target,3
M15-0591 MTF,2026-03-24 23:45:00+00:00,2026-03-25 10:00:00+00:00,1,4539.205,4480.204135597515,3.0,0.21270874803440448,0.20501529295375512,time_exit,0
V1 Legacy M15,2026-03-25 11:30:00+00:00,2026-03-25 12:30:00+00:00,1,4579.705,4549.61508635188,2.0,-1.0,-1.0152200669418874,stop,3
Structural Frequency M15,2026-03-25 11:30:00+00:00,2026-03-25 12:30:00+00:00,1,4579.705,4549.61508635188,3.0,-1.0,-1.0152200669418874,stop,4
V1 Legacy M15,2026-03-25 23:45:00+00:00,2026-03-26 01:00:00+00:00,-1,4494.435,4536.450552755353,2.0,-1.0,-1.0106970745480135,stop,3
V1 Legacy M15,2026-03-26 03:00:00+00:00,2026-03-26 06:00:00+00:00,-1,4508.395,4538.955803992998,2.0,2.0,1.985247786671342,target,3
Outcome First M15,2026-03-26 12:00:00+00:00,2026-03-26 14:00:00+00:00,-1,4422.775,4458.2465135434795,3.0,-1.0,-1.0124685263135973,stop,2
Outcome First M15,2026-03-26 15:45:00+00:00,2026-03-27 09:00:00+00:00,-1,4439.925,4481.40060181662,3.0,0.38890333819186595,0.37819843023265015,time_exit,2
Structural Frequency M15,2026-03-26 15:45:00+00:00,2026-03-26 20:15:00+00:00,-1,4439.925,4481.40060181662,2.0,2.0,1.9892950920407841,target,4
Structural Portfolio MTF,2026-03-26 16:00:00+00:00,2026-03-27 09:15:00+00:00,-1,4437.945,4481.358894544004,4.0,0.1983236033171947,0.18810119630530664,time_exit,1
V1 Legacy M15,2026-03-26 20:00:00+00:00,2026-03-26 20:15:00+00:00,-1,4363.685,4400.946110687099,3.0,-1.0,-1.0117110974942327,stop,3
V1 Legacy M15,2026-03-27 01:00:00+00:00,2026-03-27 01:45:00+00:00,-1,4378.395,4412.700183564817,3.0,-1.0,-1.012763071189307,stop,3
M15-0591 MTF,2026-03-27 03:00:00+00:00,2026-03-27 10:45:00+00:00,1,4431.925,4414.573937515027,3.0,-1.0,-1.0255426721207317,stop,0
V1 Legacy M15,2026-03-27 05:00:00+00:00,2026-03-27 08:45:00+00:00,1,4445.645,4429.045188087659,2.0,-1.0,-1.026781297423586,stop,3
M15-0591 MTF,2026-03-27 11:00:00+00:00,2026-03-27 12:30:00+00:00,-1,4414.498,4431.610772232452,4.0,-1.0,-1.0257965099987034,stop,0
M15-0591 MTF,2026-03-30 00:00:00+00:00,2026-03-30 01:45:00+00:00,-1,4448.675,4474.508499523283,3.0,-1.0,-1.017220566636706,stop,0
V1 Legacy M15,2026-03-30 03:15:00+00:00,2026-03-30 19:30:00+00:00,1,4504.145,4456.562469089823,2.0,-0.058004480787504364,-0.06747044426999035,time_exit,3
M15-0591 MTF,2026-03-30 12:30:00+00:00,2026-03-30 14:00:00+00:00,1,4565.595,4536.708543844875,3.0,-1.0,-1.015805313658006,stop,0
M15-0591 MTF,2026-03-30 14:30:00+00:00,2026-03-30 15:45:00+00:00,-1,4518.625,4549.861888316205,3.0,-1.0,-1.0144656694170648,stop,0
Structural Frequency M15,2026-03-30 15:45:00+00:00,2026-03-30 19:00:00+00:00,1,4551.795,4510.0584600020875,2.0,-1.0,-1.0109060190428523,stop,4
M15-0591 MTF,2026-03-30 19:15:00+00:00,2026-03-30 22:15:00+00:00,-1,4497.645,4520.2848689469365,3.0,-1.0,-1.0198660381406877,stop,0
V1 Legacy M15,2026-03-31 05:45:00+00:00,2026-03-31 07:30:00+00:00,1,4576.435,4545.815682127865,2.0,-1.0,-1.0149462343319045,stop,3
V1 Legacy M15,2026-03-31 14:00:00+00:00,2026-03-31 22:45:00+00:00,1,4606.295,4565.920260014904,2.0,2.0,1.9885911463412511,target,3
M15-0591 MTF,2026-03-31 14:15:00+00:00,2026-04-01 00:30:00+00:00,1,4614.538,4582.933312017884,3.0,3.0,2.9853991977310095,target,0
V1 Legacy M15,2026-04-01 00:15:00+00:00,2026-04-01 16:00:00+00:00,1,4702.748,4660.16644225589,2.0,2.0,1.9889559042713731,target,3
M15-0591 MTF,2026-04-01 01:00:00+00:00,2026-04-01 01:15:00+00:00,1,4710.495,4697.9022642279915,3.0,-1.0,-1.0374064467426583,stop,0
M15-0591 MTF,2026-04-01 07:30:00+00:00,2026-04-01 15:15:00+00:00,1,4722.885,4706.577470836909,3.0,3.0,2.9710386230018875,target,0
V1 Legacy M15,2026-04-02 05:45:00+00:00,2026-04-02 14:45:00+00:00,-1,4634.305,4682.286134529788,2.0,-1.0,-1.0096585982082664,stop,3
M15-0591 MTF,2026-04-02 14:15:00+00:00,2026-04-06 01:30:00+00:00,1,4647.465,4597.604263071197,3.0,-0.13938823266739628,-0.14870912378586532,time_exit,0
V1 Legacy M15,2026-04-02 19:15:00+00:00,2026-04-05 22:15:00+00:00,1,4674.188,4643.908882240736,2.0,-1.0,-1.0154370019534993,stop,3
V1 Legacy M15,2026-04-06 00:30:00+00:00,2026-04-06 02:30:00+00:00,-1,4603.035,4652.1737242271565,2.0,-1.0,-1.009367428789403,stop,3
V1 Legacy M15,2026-04-06 05:15:00+00:00,2026-04-06 22:30:00+00:00,1,4673.395,4628.929720477072,2.0,-0.2590785467582666,-0.26958875843385083,time_exit,3
Structural Portfolio MTF,2026-04-06 08:00:00+00:00,2026-04-07 01:15:00+00:00,1,4684.445,4643.229265775968,3.0,-1.0,-1.0113656716013775,stop,1
M15-0591 MTF,2026-04-06 08:15:00+00:00,2026-04-06 12:30:00+00:00,1,4689.435,4660.4781189311625,3.0,-1.0,-1.01619454453279,stop,0
Outcome First M15,2026-04-06 10:15:00+00:00,2026-04-07 02:00:00+00:00,-1,4686.495,4707.476513565496,3.0,3.0,2.9776636943499306,target,2
V1 Legacy M15,2026-04-07 05:30:00+00:00,2026-04-07 08:15:00+00:00,-1,4632.015,4664.991044488621,2.0,-1.0,-1.0140466058674757,stop,3
Structural Portfolio MTF,2026-04-07 10:00:00+00:00,2026-04-07 19:30:00+00:00,-1,4670.438,4695.347573037925,3.0,-1.0,-1.0187495706686311,stop,1
Outcome First M15,2026-04-07 10:00:00+00:00,2026-04-07 14:15:00+00:00,-1,4670.438,4695.347573037925,2.0,2.0,1.9812504293313689,target,2
Structural Frequency M15,2026-04-07 10:00:00+00:00,2026-04-07 19:30:00+00:00,-1,4670.438,4695.347573037925,3.0,-1.0,-1.0187495706686311,stop,4
V1 Legacy M15,2026-04-07 14:15:00+00:00,2026-04-07 16:15:00+00:00,-1,4621.498,4664.950105479054,2.0,-1.0,-1.0106358436468117,stop,3
