strategy_base,variant,strategy,family,signal_time,entry_time,exit_time,direction,entry,stop,target_r,gross_r,net_r,reason,balance_before_rm,balance_after_rm
Outcome First M15,M15,Outcome First M15,Outcome First,2026-08-19 11:45:00+00:00,2026-08-19 12:15:00+00:00,2026-08-19 12:45:00+00:00,-1,4364.345,4374.5887533893865,2.0,-1.0,-1.0426049401435413,stop,423.3833584279398,401.31227937436313
Outcome First M15,M15,Outcome First M15,Outcome First,2026-08-21 14:15:00+00:00,2026-08-21 14:45:00+00:00,2026-08-24 07:45:00+00:00,1,4603.025,4572.071421428516,3.0,1.020883576579818,1.006012840424482,time_exit,401.31227937436313,421.4985446778945
Outcome First M15,M15,Outcome First M15,Outcome First,2026-08-25 14:15:00+00:00,2026-08-25 14:45:00+00:00,2026-08-25 19:30:00+00:00,1,4623.605,4603.765811673815,2.0,2.0,1.9766945858672176,target,421.4985446778945,463.1572392386798
Outcome First M15,M15,Outcome First M15,Outcome First,2026-08-31 12:30:00+00:00,2026-08-31 13:00:00+00:00,2026-09-01 06:00:00+00:00,-1,4440.215,4464.699707747468,3.0,0.01592830937672354,-0.0022063363204839308,time_exit,463.1572392386798,463.1061452067284
Outcome First M15,M15,Outcome First M15,Outcome First,2026-09-01 07:15:00+00:00,2026-09-01 07:45:00+00:00,2026-09-01 08:45:00+00:00,-1,4425.835,4441.179960380312,3.0,3.0,2.971157729376229,target,463.1061452067284,531.9042153493585
Outcome First M15,M15,Outcome First M15,Outcome First,2026-09-01 10:15:00+00:00,2026-09-01 10:45:00+00:00,2026-09-01 12:45:00+00:00,1,4384.815,4362.947770896012,3.0,-1.0,-1.0200519918602784,stop,531.9042153493585,504.77571763205896
Outcome First M15,M15,Outcome First M15,Outcome First,2026-09-01 16:15:00+00:00,2026-09-01 16:45:00+00:00,2026-09-02 03:45:00+00:00,-1,4352.485,4375.638339176602,3.0,3.0,2.981201480413683,target,504.77571763205896,580.0176234661377
Outcome First M15,M15,Outcome First M15,Outcome First,2026-09-02 08:45:00+00:00,2026-09-02 09:15:00+00:00,2026-09-02 11:45:00+00:00,-1,4312.705,4332.447872766048,3.0,-1.0,-1.0218443640452193,stop,580.0176234661377,550.383236486849
Outcome First M15,M15,Outcome First M15,Outcome First,2026-09-03 13:30:00+00:00,2026-09-03 14:00:00+00:00,2026-09-03 15:15:00+00:00,-1,4469.565,4497.055281824974,2.0,-1.0,-1.016258709272087,stop,550.383236486849,522.4166486109931
Outcome First M15,M15,Outcome First M15,Outcome First,2026-09-07 08:45:00+00:00,2026-09-07 09:15:00+00:00,2026-09-07 23:45:00+00:00,-1,4410.775,4424.614178045192,3.0,-1.0,-1.0318716544118194,stop,522.4166486109931,495.4633020362679
Outcome First M15,M15,Outcome First M15,Outcome First,2026-09-09 08:15:00+00:00,2026-09-09 08:45:00+00:00,2026-09-09 12:00:00+00:00,-1,4399.425,4413.250767076119,2.0,-1.0,-1.0318204767647154,stop,495.4633020362679,469.90184300994383
Outcome First M15,M15,Outcome First M15,Outcome First,2026-09-09 15:45:00+00:00,2026-09-09 16:15:00+00:00,2026-09-10 09:15:00+00:00,1,4398.335,4373.123308270434,2.0,-0.1408076870873778,-0.1582533033799251,time_exit,469.90184300994383,466.1836670639119
Outcome First M15,M15,Outcome First M15,Outcome First,2026-09-11 10:45:00+00:00,2026-09-11 11:15:00+00:00,2026-09-11 12:45:00+00:00,-1,4337.298,4350.497940843847,3.0,-1.0,-1.03285846543791,stop_same_bar,466.1836670639119,442.10857971511945
Outcome First M15,M15,Outcome First M15,Outcome First,2026-09-15 14:30:00+00:00,2026-09-15 15:00:00+00:00,2026-09-15 18:15:00+00:00,-1,4278.015,4301.242537299636,3.0,-1.0,-1.0184178587028558,stop,442.10857971511945,419.5960160617378
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-05 11:15:00+00:00,2026-01-05 11:45:00+00:00,2026-01-05 15:00:00+00:00,-1,4416.945,4440.459698997234,3.0,-1.0,-1.0187837615974564,stop,100.0,94.90608119201272
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-06 11:30:00+00:00,2026-01-06 12:00:00+00:00,2026-01-07 05:00:00+00:00,1,4461.809,4447.384784487455,4.0,0.18760119034873718,0.1566684231828588,time_exit,94.90608119201272,95.64952049655356
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-08 12:45:00+00:00,2026-01-08 13:15:00+00:00,2026-01-08 20:30:00+00:00,1,4427.375,4406.747743719412,2.0,2.0,1.9785362874258436,target,95.64952049655356,105.11182285541923
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-09 11:45:00+00:00,2026-01-09 12:15:00+00:00,2026-01-09 12:45:00+00:00,1,4474.995,4466.298939202062,4.0,-1.0,-1.0514600243027399,stop,105.11182285541923,99.58577886471602
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-09 13:45:00+00:00,2026-01-09 14:15:00+00:00,2026-01-12 00:45:00+00:00,1,4482.178,4457.757192841831,4.0,4.0,3.981646069390869,target,99.58577886471602,119.41154511391227
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-12 12:45:00+00:00,2026-01-12 13:15:00+00:00,2026-01-12 23:15:00+00:00,1,4590.285,4577.452279810825,4.0,-1.0,-1.0357701635532583,stop,119.41154511391227,113.22739933327306
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-13 12:45:00+00:00,2026-01-13 13:15:00+00:00,2026-01-13 20:45:00+00:00,1,4592.995,4576.9553120003175,4.0,-1.0,-1.0286351891638474,stop,113.22739933327306,107.40391496668747
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-15 14:15:00+00:00,2026-01-15 14:45:00+00:00,2026-01-16 07:45:00+00:00,1,4602.495,4581.303088414037,3.0,0.00802192852261041,-0.013696239663069586,time_exit,107.40391496668747,107.33036347868068
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-19 15:45:00+00:00,2026-01-19 16:15:00+00:00,2026-01-20 00:30:00+00:00,1,4674.085,4663.135058037149,4.0,-1.0,-1.0426859340063848,stop,107.33036347868068,101.73477046413004
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-21 09:15:00+00:00,2026-01-21 09:45:00+00:00,2026-01-21 14:15:00+00:00,1,4875.485,4850.019502763962,4.0,-1.0,-1.0191454537675408,stop,101.73477046413004,96.55064402369992
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-23 10:15:00+00:00,2026-01-23 10:45:00+00:00,2026-01-26 00:45:00+00:00,1,4929.048,4898.426853247447,4.0,4.0,3.983903124073598,target,96.55064402369992,115.78306464156671
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-27 09:45:00+00:00,2026-01-27 10:15:00+00:00,2026-01-27 12:00:00+00:00,1,5098.195,5071.948978458109,4.0,-1.0,-1.0194246392424198,stop,115.78306464156671,109.88145919643617
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-28 12:30:00+00:00,2026-01-28 13:00:00+00:00,2026-01-28 15:15:00+00:00,1,5269.395,5244.809985321155,4.0,-1.0,-1.0214333612114301,stop,109.88145919643617,104.26962978634455
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-29 11:30:00+00:00,2026-01-29 12:00:00+00:00,2026-01-29 15:15:00+00:00,1,5514.305,5468.287330678566,4.0,-1.0,-1.0119830167005688,stop,104.26962978634455,98.99367506127274
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-01-30 10:15:00+00:00,2026-01-30 10:45:00+00:00,2026-01-30 17:15:00+00:00,1,5058.978,4935.400580922801,2.0,-1.0,-1.0040937721776173,stop,98.99367506127274,94.0237284305728
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-02-02 10:30:00+00:00,2026-02-02 11:00:00+00:00,2026-02-02 11:15:00+00:00,-1,4672.418,4738.32452955156,3.0,-1.0,-1.0070894614415171,stop,94.0237284305728,89.28921312917934
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-02-03 09:00:00+00:00,2026-02-03 09:30:00+00:00,2026-02-03 16:30:00+00:00,-1,4915.975,4951.999579116093,3.0,-1.0,-1.0136461691451213,stop,89.28921312917934,84.7638296874606
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-02-05 09:00:00+00:00,2026-02-05 09:30:00+00:00,2026-02-06 02:30:00+00:00,-1,4862.245,4946.273119218704,4.0,0.5032839053547036,0.49749745547910323,time_exit,84.7638296874606,86.87231916676939
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-02-10 08:30:00+00:00,2026-02-10 09:00:00+00:00,2026-02-10 15:45:00+00:00,1,5048.485,5017.93539750195,4.0,-1.0,-1.0165255341712625,stop,86.87231916676939,82.45692263448456
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-02-11 09:30:00+00:00,2026-02-11 10:00:00+00:00,2026-02-11 13:45:00+00:00,1,5064.355,5044.452009286778,4.0,-1.0,-1.0254451960158717,stop,82.45692263448456,78.22916987479533
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-02-12 13:15:00+00:00,2026-02-12 13:45:00+00:00,2026-02-12 15:00:00+00:00,1,5062.125,5047.55977721388,3.0,-1.0,-1.0347548751868316,stop,78.22916987479533,74.18176912930717
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-02-13 16:00:00+00:00,2026-02-13 16:30:00+00:00,2026-02-13 16:30:00+00:00,-1,4997.275,5022.038199128185,3.0,-1.0,-1.020180248012916,stop,74.18176912930717,70.3978303478885
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-02-19 13:45:00+00:00,2026-02-19 14:15:00+00:00,2026-02-19 14:45:00+00:00,1,4996.795,4971.003308264412,3.0,-1.0,-1.0193736612984767,stop,70.3978303478885,66.80974564442869
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-02-19 15:00:00+00:00,2026-02-19 15:30:00+00:00,2026-02-20 08:30:00+00:00,1,4999.735,4961.343812083542,3.0,0.481881416127507,0.46885828433257587,time_exit,66.80974564442869,68.37596078040582
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-02-23 08:45:00+00:00,2026-02-23 09:15:00+00:00,2026-02-23 16:30:00+00:00,1,5139.925,5120.691658539846,4.0,4.0,3.9732759644981694,target,68.37596078040582,81.95978885631861
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-02-25 11:45:00+00:00,2026-02-25 12:15:00+00:00,2026-02-25 21:00:00+00:00,1,5181.295,5153.948152530059,4.0,-1.0,-1.018946589751141,stop,81.95978885631861,77.78415648872513
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-02-27 11:45:00+00:00,2026-02-27 12:15:00+00:00,2026-02-27 16:15:00+00:00,1,5185.465,5168.322730098425,4.0,4.0,3.969750417944804,target,77.78415648872513,93.22334087525515
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-03-03 15:45:00+00:00,2026-03-03 16:15:00+00:00,2026-03-04 09:15:00+00:00,1,5094.998,4991.266439899736,2.0,0.663539620280191,0.6586279058558872,time_exit,93.22334087525515,96.29331556413308
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-03-04 12:30:00+00:00,2026-03-04 13:00:00+00:00,2026-03-05 06:00:00+00:00,-1,5166.205,5207.4773389730035,2.0,0.4332199348259739,0.42070258027677027,time_exit,96.29331556413308,98.31885788019487
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-03-12 10:30:00+00:00,2026-03-12 11:00:00+00:00,2026-03-12 13:30:00+00:00,-1,5181.735,5192.158511152113,2.0,2.0,1.9502880082883625,target,98.31885788019487,107.90636235581246
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-03-13 14:00:00+00:00,2026-03-13 14:30:00+00:00,2026-03-16 07:30:00+00:00,-1,5090.095,5122.808378265805,4.0,2.686057040212514,2.6704973662508658,time_exit,107.90636235581246,122.31454517945788
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-03-16 14:30:00+00:00,2026-03-16 15:00:00+00:00,2026-03-17 04:45:00+00:00,-1,5000.825,5038.997253162894,3.0,-1.0,-1.013100680692491,stop,122.31454517945788,116.11869773046281
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-03-17 15:15:00+00:00,2026-03-17 15:45:00+00:00,2026-03-18 08:45:00+00:00,-1,4994.485,5021.566994186069,4.0,0.38054804713387624,0.36210595987218874,time_exit,116.11869773046281,118.2210613555027
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-03-18 10:15:00+00:00,2026-03-18 10:45:00+00:00,2026-03-18 12:00:00+00:00,-1,4982.295,4996.348453120249,4.0,4.0,3.9645475389047187,target,118.2210613555027,141.6557122476858
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-03-23 15:45:00+00:00,2026-03-23 16:15:00+00:00,2026-03-24 09:15:00+00:00,-1,4363.158,4509.03406290404,4.0,-0.24374800972925825,-0.24673901312840413,time_exit,141.6557122476858,139.90811271548606
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-03-26 11:45:00+00:00,2026-03-26 12:15:00+00:00,2026-03-26 14:00:00+00:00,-1,4422.775,4458.2465135434795,4.0,-1.0,-1.0124685263135973,stop,139.90811271548606,132.8254846804678
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-03-26 15:30:00+00:00,2026-03-26 16:00:00+00:00,2026-03-27 09:00:00+00:00,-1,4439.925,4481.40060181662,4.0,0.38890333819186595,0.37819843023265015,time_exit,132.8254846804678,135.33720417052
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-07 09:45:00+00:00,2026-04-07 10:15:00+00:00,2026-04-07 14:15:00+00:00,-1,4670.438,4695.347573037925,2.0,2.0,1.9812504293313689,target,135.33720417052,148.74404886388749
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-10 11:15:00+00:00,2026-04-10 11:45:00+00:00,2026-04-10 20:30:00+00:00,1,4761.405,4741.250411492884,4.0,-1.0,-1.0236244217951609,stop,148.74404886388749,141.13114681319908
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-15 08:45:00+00:00,2026-04-15 09:15:00+00:00,2026-04-15 09:15:00+00:00,1,4818.205,4803.332376840094,4.0,-1.0,-1.0323964706709514,stop,141.13114681319908,133.84598191961456
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-15 11:45:00+00:00,2026-04-15 12:15:00+00:00,2026-04-15 15:45:00+00:00,1,4812.495,4791.844560727004,4.0,-1.0,-1.0233045647909933,stop,133.84598191961456,126.99772170575085
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-16 10:45:00+00:00,2026-04-16 11:15:00+00:00,2026-04-16 14:00:00+00:00,1,4817.035,4804.094671369596,4.0,-1.0,-1.0372249819736576,stop,126.99772170575085,120.4114612254037
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-16 14:00:00+00:00,2026-04-16 14:30:00+00:00,2026-04-17 07:30:00+00:00,-1,4800.595,4824.590062660631,2.0,0.3792446858215971,0.3592380908487217,time_exit,120.4114612254037,122.57428039774966
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-20 15:00:00+00:00,2026-04-20 15:30:00+00:00,2026-04-20 22:15:00+00:00,-1,4798.005,4828.507177025809,2.0,-1.0,-1.0157300411571941,stop,122.57428039774966,116.34916145408867
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-21 13:45:00+00:00,2026-04-21 14:15:00+00:00,2026-04-21 14:45:00+00:00,1,4778.795,4758.437438303621,2.0,-1.0,-1.0234742994827815,stop,116.34916145408867,110.39514262835705
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-22 13:45:00+00:00,2026-04-22 14:15:00+00:00,2026-04-22 14:45:00+00:00,1,4752.685,4735.3505886271005,2.0,-1.0,-1.027417631310113,stop,110.39514262835705,104.72404683098861
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-23 07:15:00+00:00,2026-04-23 07:45:00+00:00,2026-04-23 08:15:00+00:00,-1,4705.785,4721.9545135973085,4.0,-1.0,-1.029102823481241,stop,104.72404683098861,99.33545621698102
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-23 08:30:00+00:00,2026-04-23 09:00:00+00:00,2026-04-23 12:15:00+00:00,-1,4703.545,4725.607936596517,4.0,-1.0,-1.021318762257344,stop,99.33545621698102,94.26279795739123
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-23 13:15:00+00:00,2026-04-23 13:45:00+00:00,2026-04-23 17:45:00+00:00,-1,4727.285,4744.0052511936765,3.0,3.0,2.971727189111921,target,94.26279795739123,108.26896393797838
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-24 09:15:00+00:00,2026-04-24 09:45:00+00:00,2026-04-24 11:15:00+00:00,-1,4683.105,4698.174373310832,4.0,-1.0,-1.0310769725017928,stop,108.26896393797838,102.68728216032456
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-04-27 12:30:00+00:00,2026-04-27 13:00:00+00:00,2026-04-28 05:45:00+00:00,-1,4698.585,4713.148868309352,4.0,4.0,3.967738069994887,target,102.68728216032456,123.05909409691589
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-01 14:45:00+00:00,2026-05-01 15:15:00+00:00,2026-05-04 08:15:00+00:00,-1,4631.965,4661.386331409556,3.0,1.7664054449663893,1.7506618848415216,time_exit,123.05909409691589,133.8308373778457
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-04 15:00:00+00:00,2026-05-04 15:30:00+00:00,2026-05-05 08:30:00+00:00,-1,4548.198,4584.300097195122,4.0,-0.0819065990548317,-0.0945047536036332,time_exit,133.8308373778457,133.19845486229767
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-07 11:45:00+00:00,2026-05-07 12:15:00+00:00,2026-05-07 16:15:00+00:00,1,4742.785,4726.204525792646,4.0,-1.0,-1.0286046402574924,stop,133.19845486229767,126.34802742497328
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-11 14:15:00+00:00,2026-05-11 14:45:00+00:00,2026-05-11 23:00:00+00:00,-1,4724.865,4749.680189521355,2.0,-1.0,-1.0190402132368723,stop,126.34802742497328,119.91034138451313
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-12 13:15:00+00:00,2026-05-12 13:45:00+00:00,2026-05-12 15:30:00+00:00,-1,4690.475,4712.544664635261,2.0,2.0,1.97874695842679,target,119.91034138451313,131.77395254943931
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-14 08:00:00+00:00,2026-05-14 08:30:00+00:00,2026-05-14 19:45:00+00:00,-1,4698.715,4719.603643955884,2.0,2.0,1.977505887840668,target,131.77395254943931,144.80314090096698
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-15 13:30:00+00:00,2026-05-15 14:00:00+00:00,2026-05-15 14:30:00+00:00,-1,4519.785,4560.027336533821,4.0,-1.0,-1.0112314179277375,stop,144.80314090096698,137.48166662628324
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-19 10:30:00+00:00,2026-05-19 11:00:00+00:00,2026-05-19 11:15:00+00:00,-1,4528.925,4547.609670644094,4.0,-1.0,-1.0242387199981584,stop,137.48166662628324,130.44096431385734
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-20 13:30:00+00:00,2026-05-20 14:00:00+00:00,2026-05-20 14:30:00+00:00,-1,4489.665,4506.907880562663,3.0,-1.0,-1.0260377898210447,stop,130.44096431385734,123.74909637752154
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-21 08:00:00+00:00,2026-05-21 08:30:00+00:00,2026-05-21 10:30:00+00:00,1,4534.085,4510.89020372813,3.0,-1.0,-1.0195478543844712,stop,123.74909637752154,117.44069009283558
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-22 10:30:00+00:00,2026-05-22 11:00:00+00:00,2026-05-24 22:15:00+00:00,-1,4512.188,4537.454094267749,3.0,-1.0,-1.0178586684280668,stop,117.44069009283558,111.46378887097724
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-26 11:15:00+00:00,2026-05-26 11:45:00+00:00,2026-05-27 04:45:00+00:00,-1,4523.375,4541.191696983941,4.0,0.8531323181676184,0.8277439142222796,time_exit,111.46378887097724,116.07696251568267
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-27 10:00:00+00:00,2026-05-27 10:30:00+00:00,2026-05-27 12:00:00+00:00,-1,4485.295,4499.399638449108,4.0,4.0,3.9681998583928,target,116.07696251568267,139.10779182655259
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-05-29 08:15:00+00:00,2026-05-29 08:45:00+00:00,2026-05-29 09:15:00+00:00,-1,4516.855,4527.02962862568,2.0,-1.0,-1.0443933156302105,stop,139.10779182655259,131.84362942976608
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-06-04 14:00:00+00:00,2026-06-04 14:30:00+00:00,2026-06-05 07:30:00+00:00,-1,4487.515,4516.275667433074,3.0,0.7148651903800118,0.6992622318935912,time_exit,131.84362942976608,136.45329295856658
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-06-08 14:00:00+00:00,2026-06-08 14:30:00+00:00,2026-06-09 05:45:00+00:00,-1,4319.415,4347.886050163807,4.0,-1.0,-1.0151712528169785,stop,136.45329295856658,129.52711994037907
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-06-09 13:30:00+00:00,2026-06-09 14:00:00+00:00,2026-06-09 14:00:00+00:00,-1,4330.015,4346.27658069753,3.0,-1.0,-1.026627270008614,stop,129.52711994037907,122.87831626355559
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-06-10 07:30:00+00:00,2026-06-10 08:00:00+00:00,2026-06-10 20:15:00+00:00,-1,4189.495,4217.601935558153,4.0,4.0,3.9850944440693934,target,122.87831626355559,147.36240103548045
Outcome First M15,MTF,Outcome First MTF,Outcome First,2026-06-11 08:30:00+00:00,2026-06-11 09:00:00+00:00,2026-06-11 17:45:00+00:00,-1,4090.395,4113.696955409787,4.0,-1.0,-1.0175538701712648,stop,147.36240103548045,139.8649419609113
